,Headlines,Snippets,Year,Country
424,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017,Norway
425,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017,Norway
426,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017,Norway
427,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017,Norway
428,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017,Norway
429,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017,Norway
430,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017,Norway
431,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017,Norway
432,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017,Norway
433,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017,Norway
434,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017,Norway
435,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017,Norway
436,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017,Norway
437,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017,Norway
438,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017,Norway
439,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017,Norway
440,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017,Norway
441,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017,Norway
442,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017,Norway
443,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017,Norway
444,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017,Norway
445,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017,Norway
446,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017,Norway
447,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017,Norway
448,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017,Norway
449,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017,Norway
450,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017,Norway
451,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017,Norway
452,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017,Norway
453,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017,Norway
454,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017,Norway
455,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017,Norway
456,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017,Norway
457,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017,Norway
458,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017,Norway
459,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017,Norway
460,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017,Norway
461,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017,Norway
462,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017,Norway
463,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017,Norway
464,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017,Norway
465,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017,Norway
466,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017,Norway
467,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017,Norway
468,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017,Norway
469,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017,Norway
470,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017,Norway
471,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017,Norway
472,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017,Norway
473,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017,Norway
474,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017,Norway
475,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017,Norway
476,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017,Norway
477,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017,Norway
478,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017,Norway
479,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017,Norway
480,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017,Norway
481,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017,Norway
482,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017,Norway
483,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017,Norway
484,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017,Norway
485,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017,Norway
486,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017,Norway
487,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017,Norway
488,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017,Norway
489,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017,Norway
490,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017,Norway
491,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017,Norway
492,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017,Norway
493,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017,Norway
494,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017,Norway
495,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017,Norway
496,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017,Norway
497,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017,Norway
498,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017,Norway
499,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017,Norway
500,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017,Norway
501,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017,Norway
502,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017,Norway
503,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017,Norway
504,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017,Norway
505,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017,Norway
506,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017,Norway
507,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017,Norway
508,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017,Norway
509,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017,Norway
510,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017,Norway
511,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017,Norway
512,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017,Norway
513,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017,Norway
514,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017,Norway
515,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017,Norway
516,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017,Norway
517,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017,Norway
518,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017,Norway
519,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017,Norway
520,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017,Norway
521,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017,Norway
522,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017,Norway
523,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017,Norway
524,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017,Norway
525,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017,Norway
526,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017,Norway
527,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017,Norway
528,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017,Norway
529,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017,Norway
530,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017,Norway
531,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017,Norway
532,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017,Norway
533,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017,Norway
534,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017,Norway
535,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017,Norway
536,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017,Norway
537,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017,Norway
538,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017,Norway
539,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017,Norway
540,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017,Norway
541,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017,Norway
542,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017,Norway
543,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017,Norway
544,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017,Norway
545,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017,Norway
546,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017,Norway
547,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017,Norway
548,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017,Norway
549,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017,Norway
550,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017,Norway
551,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017,Norway
552,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017,Norway
553,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017,Norway
554,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017,Norway
555,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017,Norway
556,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017,Norway
557,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017,Norway
558,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017,Norway
559,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017,Norway
560,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017,Norway
561,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017,Norway
562,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017,Norway
563,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017,Norway
564,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017,Norway
565,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017,Norway
566,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017,Norway
567,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017,Norway
568,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017,Norway
569,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017,Norway
570,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017,Norway
571,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017,Norway
572,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017,Norway
573,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017,Norway
574,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017,Norway
575,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017,Norway
576,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017,Norway
577,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017,Norway
578,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017,Norway
579,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017,Norway
580,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017,Norway
581,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017,Norway
582,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017,Norway
583,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017,Norway
584,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017,Norway
585,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017,Norway
586,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017,Norway
587,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017,Norway
588,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017,Norway
589,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017,Norway
590,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017,Norway
591,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017,Norway
592,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017,Norway
593,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017,Norway
594,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017,Norway
595,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017,Norway
596,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017,Norway
